OID,API,LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,FieldName,AreaName,District,CountyName,Section,Township,Range,BaseMeridi,Latitude,Longitude,GISSource,isConfiden,isDirectio,SpudDate,WellSymbol
-1,403700783,Standard-Sesnon 1,33,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31864929,-118.5697632,Unknown,N,Y,10/16/1953,IdleOG
-1,403700784,Standard-Sesnon 1,34,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31788635,-118.5666733,Unknown,N,Y, ,IdleOG
-1,403700785,Standard-Sesnon 1,35,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31784439,-118.5667877,GPS,N,Y, ,IdleOG
-1,403700037,Fernando Fee,38,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31604385,-118.5444107,GPS,N,Y,10/26/1966,IdleOG
-1,403730471,Porter,39A,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31256866,-118.5603485,Well Summary,N,Y, ,IdleGS
-1,403722306,Ward,3A,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31759644,-118.5467377,Well Summary,N,Y,10/10/1981,IdleGS
-1,403700034,Del Aliso 1,4,Idle,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31827927,-118.5741119,hud,N,Y,5/4/1949,IdleOG
-1,403700694,Mission Adrian,4,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30537796,-118.5407562,GPS,N,N, ,IdleOG
-1,403700626,Standard-Sesnon 1,45,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31347275,-118.5640335,GPS,N,N,11/27/1966,IdleOG
-1,403700014,Standard-Sesnon 1,46,Idle,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31504059,-118.5667267,GPS,N,Y,9/23/1966,IdleOG
-1,403700758,Standard Sesnon,5,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31380844,-118.5664368,Well Summary,N,Y,2/5/1945,IdleGS
-1,403700658,Del Aliso 1,5,Idle,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31952667,-118.5730896,GPS,N,N,12/14/1969,IdleOG
-1,403722309,Mission Adrian,5-A,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30554581,-118.5391006,GPS,N,N,12/5/1981,IdleGS
-1,403722737,Porter,50A,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31460571,-118.5471191,GPS,N,Y,4/15/1983,IdleGS
-1,403700742,Porter,57,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31438446,-118.5530853,GPS,N,N, ,IdleOG
-1,403700745,Porter,60,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31393051,-118.5613327,GPS,N,N, ,IdleOG
-1,403700746,Porter,61,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3152771,-118.5541077,GPS,N,N, ,IdleOG
-1,403700039,Porter,63,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3184166,-118.5579224,GPS,N,N,4/21/1953,IdleOG
-1,403700749,Porter,68,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31622314,-118.5505371,GPS,N,N, ,IdleOG
-1,403700659,Del Aliso 1,6A,Idle,WD,Water Disposal,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31796646,-118.5739746,GPS,N,N,8/30/1950,IdleWD
-1,403700760,Standard Sesnon,7,Idle,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31579971,-118.5699234,GPS,N,N,10/14/1945,IdleGS
-1,403700012,Porter,71,Idle,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31520462,-118.5614471,GPS,N,Y,10/16/1966,IdleOG
-1,403700662,Del Aliso 1,9,Idle,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.3191452,-118.5730133,GPS,N,N,8/25/1959,IdleOG
-1,403700673,Orcutt,1,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31945038,-118.5715179,GPS,N,N,8/22/1950,ActiveOG
-1,403700678,Roosa,1,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.32130814,-118.5776749,GPS,N,N,12/19/1943,ActiveOG
-1,403722058,Standard Sesnon,Jan-00,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31829834,-118.5645599,Well Summary,N,Y,5/28/1980,ActiveOB
-1,403700040,Standard Sesnon,10,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31272507,-118.5721054,GPS,N,N,4/20/1947,ActiveGS
-1,403700035,Fernando Fee,11,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31497574,-118.545166,GPS,N,N,8/8/1939,ActiveOG
-1,403724321,Del Aliso,11,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31782913,-118.5767136,Operator,N,Y,9/17/2009,ActiveOG
-1,403700703,Porter,14,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31618881,-118.550911,GPS,N,N,5/15/1940,ActiveOB
-1,403700707,Porter,18,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31779099,-118.5579987,GPS,N,N,10/23/1943,ActiveOG
-1,403700679,Roosa,2,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.32143402,-118.5823364,GPS,N,Y,4/22/1960,ActiveOG
-1,403700772,Standard-Sesnon 1,21,Active,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31892395,-118.5679779,GPS,N,N,1/24/1953,ActiveOG
-1,403700709,Porter,22,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31458282,-118.5487671,GPS,N,N,4/5/1940,ActiveOB
-1,403700774,Standard-Sesnon 1,23,Active,OG,Oil & Gas,C9035,Crimson Resource Management Corp.,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31760025,-118.5702667,GPS,N,N,10/18/1952,ActiveOG
-1,403700710,Porter,23,Active,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31465912,-118.5508041,GPS,N,N,11/28/1940,ActiveWF
-1,403700711,Porter,24,Active,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31510544,-118.5527725,Well Summary,N,N,9/14/1940,ActiveWF
-1,403724143,Porter,24A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.314888,-118.5528641,Well Summary,N,Y,8/5/1993,ActiveGS
-1,403724144,Porter,24B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31501007,-118.552887,Well Summary,N,Y,7/17/1993,ActiveGS
-1,403700712,Porter,25R,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3167572,-118.5612412,Well Summary,N,Y,11/12/1949,ActiveGS
-1,403700713,Porter,26,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3157959,-118.5572281,GPS,N,Y, ,ActiveGS
-1,403721362,Porter,26A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31570435,-118.5573502,GPS,N,Y, ,ActiveGS
-1,403721357,Porter,26B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3157196,-118.557312,GPS,N,N, ,ActiveGS
-1,403721353,Porter,26C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31573868,-118.5572586,GPS,N,Y,4/18/1973,ActiveGS
-1,403721320,Porter,26D,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.315758,-118.557172,Well Summary,N,Y,12/18/1972,ActiveGS
-1,403721319,Porter,26E,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31577301,-118.5571137,Well Summary,N,Y,10/26/1972,ActiveGS
-1,403700714,Porter,27,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31422043,-118.5574646,GPS,N,N, ,ActiveOG
-1,403700041,Standard Sesnon,29,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3152771,-118.5665054,Well Summary,N,Y,4/26/1953,ActiveGS
-1,403724315,Roosa,3,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.32148361,-118.5823517,GPS,N,Y,5/1/2007,ActiveOG
-1,403700781,Standard Sesnon,31,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31101608,-118.5646591,Well Summary,N,Y,9/14/1953,ActiveGS
-1,403700686,Fernando Fee,32,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.3131752,-118.5401001,GPS,N,N, ,ActiveGS
-1,403700719,Porter,32,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31258774,-118.5506134,Well Summary,N,Y,6/1/1944,ActiveGS
-1,403721872,Fernando Fee,32-A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31318665,-118.540184,Well Summary,N,Y,7/6/1978,ActiveGS
-1,403721276,Porter,32B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31250381,-118.5505218,GPS,N,Y, ,ActiveGS
-1,403721358,Fernando Fee,32B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31323242,-118.5399399,GPS,N,N,6/29/1973,ActiveGS
-1,403721359,Fernando Fee,32C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31321716,-118.5399857,Well Summary,N,Y,5/16/1973,ActiveGS
-1,403721360,Porter,32C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31247711,-118.5504532,GPS,N,N, ,ActiveGS
-1,403721356,Fernando Fee,32D,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.3132019,-118.5400314,Well Summary,N,Y,4/5/1973,ActiveGS
-1,403721355,Porter,32D,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31243896,-118.5504227,Well Summary,N,Y,9/26/1973,ActiveGS
-1,403721313,Fernando Fee,32F,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31306839,-118.5402451,Well Summary,N,N,9/23/1972,ActiveGS
-1,403730374,Fernando Fee,32G,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31345765,-118.5398358,Well Summary,N,Y,8/13/2014,ActiveGS
-1,403730456,Fernando Fee,32H,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31349182,-118.5397797,Well Summary,N,Y,6/30/2015,ActiveGS
-1,403700720,Porter,33,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31345367,-118.5522537,GPS,N,Y,1/30/1941,ActiveOB
-1,403722044,Fernando Fee,34-A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30615616,-118.5391312,Well Summary,N,Y,10/5/1979,ActiveGS
-1,403722302,Fernando Fee,34BR,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30633163,-118.5394134,GPS,N,Y,12/19/1980,ActiveGS
-1,403721457,Fernando Fee,35A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.30873871,-118.5441132,GPS,N,Y,7/16/1974,ActiveGS
-1,403721458,Fernando Fee,35B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.30869293,-118.5441055,GPS,N,Y,8/20/1974,ActiveGS
-1,403721279,Fernando Fee,35C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30804443,-118.5442047,Well Summary,N,Y,9/19/1972,ActiveGS
-1,403721453,Fernando Fee,35D,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30798721,-118.5441513,Well Summary,N,Y,4/16/1974,ActiveGS
-1,403721278,Fernando Fee,35E,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,34,03N,16W,SB,34.30794907,-118.5441742,GPS,N,N,7/10/1977,ActiveGS
-1,403706293,Fernando Fee,36,Active,WD,Water Disposal,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31313324,-118.5402451,GPS,N,Y,9/12/1965,ActiveWD
-1,403700724,Porter,37,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.30954742,-118.550499,Well Summary,N,Y,6/12/1946,ActiveGS
-1,403700011,Fernando Fee,37,Active,WD,Water Disposal,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31441879,-118.5454102,GPS,N,N,9/28/1966,ActiveWD
-1,403724230,Fernando Fee,38A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.30971909,-118.5445023,Well Summary,N,Y,10/7/2001,ActiveGS
-1,403724231,Fernando Fee,38B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.30966949,-118.5445099,GPS,N,Y,11/1/2001,ActiveGS
-1,403724232,Fernando Fee,38C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.30966949,-118.5445099,GPS,N,Y,11/19/2001,ActiveGS
-1,403724320,Roosa,4,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.3213501,-118.5823746,Well Summary,N,Y,11/10/2009,ActiveOG
-1,403722063,Standard Sesnon,Apr-00,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31496811,-118.5718308,Well Summary,N,N,8/11/1980,ActiveGS
-1,403721876,Porter,42A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31014633,-118.5542755,GPS,N,Y, ,ActiveGS
-1,403700731,Porter,44,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31261063,-118.5562363,Well Summary,N,Y,11/11/1955,ActiveGS
-1,403700788,Standard Sesnon,44,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31248474,-118.565567,GPS,N,N, ,ActiveOB
-1,403721361,Standard Sesnon,44B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31243896,-118.5654678,Well Summary,N,N,7/5/1974,ActiveGS
-1,403700733,Porter,46,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31341934,-118.5569916,Well Summary,N,N,11/2/1943,ActiveGS
-1,403721375,Standard Sesnon,4A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31512833,-118.5717011,Well Summary,N,Y,11/12/1974,ActiveGS
-1,403730460,Standard Sesnon,4B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31478882,-118.5718231,Well Summary,N,Y,8/17/2015,ActiveGS
-1,403700735,Porter,50,Active,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31470871,-118.5470886,GPS,N,N,12/15/1950,ActiveWF
-1,403724336,Porter,50B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31495667,-118.5473938,Well Summary,N,Y,7/2/2010,ActiveGS
-1,403724337,Porter,50C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31504822,-118.5472794,Notice of Intent to Drill,N,Y,6/7/2014,ActiveGS
-1,403700737,Porter,52,Active,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31287003,-118.5543976,Well Summary,N,N, ,ActiveWF
-1,403700738,Porter,53,Active,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31304169,-118.5502091,GPS,N,N, ,ActiveWF
-1,403700739,Porter,54,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31401443,-118.5593872,GPS,N,N, ,ActiveOG
-1,403700743,Porter,58,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31443024,-118.550766,GPS,N,N, ,ActiveOB
-1,403700759,Standard Sesnon,6,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.3140564,-118.5700836,Well Summary,N,Y,6/6/1945,ActiveGS
-1,403722057,Porter,6,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31868744,-118.5559463,GPS,N,Y,6/18/1980,ActiveOG
-1,403700747,Porter,65,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31844711,-118.559494,GPS,N,N,9/30/1954,ActiveOG
-1,403700748,Porter,66,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31884766,-118.5612946,GPS,N,N, ,ActiveOG
-1,403722742,Porter,68A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31597137,-118.550911,Well Summary,N,Y,5/23/1983,ActiveGS
-1,403724136,Porter,68B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31615829,-118.5508041,GPS,N,Y,5/21/1993,ActiveGS
-1,403700750,Porter,69,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31489563,-118.5564651,GPS,N,Y, ,ActiveOG
-1,403722051,Porter,69A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31484604,-118.5568314,Well Summary,N,Y,1/3/1980,ActiveGS
-1,403724127,Porter,69B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31496811,-118.5568314,GPS,N,Y,1/28/1992,ActiveGS
-1,403724128,Porter,69C,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31494522,-118.5569611,Well Summary,N,Y,3/19/1992,ActiveGS
-1,403724130,Porter,69D,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31492233,-118.5572586,Well Summary,N,Y,4/28/1992,ActiveGS
-1,403724138,Porter,69E,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31481027,-118.5570724,Well Summary,N,Y,6/23/1993,ActiveGS
-1,403724226,Porter,69F,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31485367,-118.5574951,Well Summary,N,Y,10/7/2001,ActiveGS
-1,403724225,Porter,69G,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31484985,-118.5576019,Well Summary,N,Y,10/28/2001,ActiveGS
-1,403724223,Porter,69H,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31483555,-118.5577007,Well Summary,N,Y,11/23/2001,ActiveGS
-1,403724224,Porter,69J,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31483459,-118.5578156,GPS,N,N,12/12/2001,ActiveGS
-1,403724236,Porter,69K,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31482087,-118.55793,Well Summary,N,Y,1/1/2002,ActiveGS
-1,403700751,Porter,70,Active,OG,Oil & Gas,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31507874,-118.5595169,GPS,N,Y, ,ActiveOG
-1,403724145,Porter,72A,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31469727,-118.548645,GPS,N,Y,9/20/1993,ActiveGS
-1,403724146,Porter,72B,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,27,03N,16W,SB,34.31480408,-118.5485306,GPS,N,Y,9/1/1993,ActiveGS
-1,403720642,Porter,73,Active,WF,Waterflood,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31443405,-118.5553284,GPS,N,N,9/26/1968,ActiveWF
-1,403700660,Del Aliso 1,7A,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.32077408,-118.5751343,GPS,N,N,2/13/1951,ActiveOG
-1,403700761,Standard Sesnon,8,Active,OB,Observation,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31325531,-118.5683365,GPS,N,N,5/14/1946,ActiveOB
-1,403700661,Del Aliso 1,8B,Active,OG,Oil & Gas,T1200,The Termo Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31954575,-118.5774918,GPS,N,N,11/25/1956,ActiveOG
-1,403700762,Standard Sesnon,9,Active,GS,Gas Storage,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,28,03N,16W,SB,34.31352234,-118.5636978,Well Summary,N,Y,11/13/1946,ActiveGS
-1,403700655,Del Aliso 1,1,Plugged,Multi,Multi-Purpose,S4700,Southern California Gas Company,Aliso Canyon,Any Area,Coastal,Los Angeles,29,03N,16W,SB,34.31784058,-118.574028,GPS,N,Y,7/19/1944,PluggedMulti
-1,403700690,Mission,1,Plugged,DH,Dry Hole,C5640,Chevron U.S.A. Inc.,Aliso Canyon,Any Area,Coastal,Los Angeles,26,03N,16W,SB,34.3134346,-118.5347748,hud,N,N,7/20/1941,PluggedDH
-1,403721465,Orcutt Trust,1,Plugged,DH,Dry Hole,H4400,"Hilliard Oil & Gas, Inc.",Aliso Canyon,Any Area,Coastal,Los Angeles,20,03N,16W,SB,34.32874298,-118.5810928,hud,N,Y,11/12/1974,PluggedDH
