,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
904,Lawrence,34-3N-12W,"CDG Operations, LLC","Vandermark, G. L. #SWD-1,CDG","70'N line, 330'W line of NE NW",SWD,204625,1.21013E+11,Fort Payne,May-18
905,Macon,1-16N-1E,"Countrymark Energy Resources, LLC",Gulick Estate #6,"941'S line, 832'W line of SW NE",OIL,65601,1.21152E+11,"Moccasin,Springs",May-18
906,Madison,28-6N-6W,"MB Oil Production, Inc.",Albrecht #2,"330'N line, 368'E line of NE NW NE",OIL,65577,1.21193E+11,Spoon,May-18
907,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Ellison #1-T,"491'N line, 10'E line of NE NW",OIL,65584,1.21913E+11,Warsaw,May-18
908,Wayne,36-1N-6E,"Countrymark Energy Resources, LLC",Ellison #3,"777'S line, 10'E line of SE NW",OIL,65585,1.21913E+11,Warsaw,May-18
909,Wayne,3-2S-7E,"Paragon Oil Company, Inc.","Webster, David #23-3","330'S line, 330'W line of NE NW",OIL,65582,1.21913E+11,Salem,May-18
910,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Hon #36-2,"990'N line, 990'W line of SW",OIL,65583,1.21933E+11,Fort Payne,May-18
911,White,20-4S-14W,"Loeb, Herman L. LLC",Gray #1-20,"1460'S line, 675'E line of NE",OIL,65602,1.21933E+11,Fort Payne,May-18
912,White,20-4S-14W,"Loeb, Herman L. LLC",Gray #2-20,"815'S line, 490'E line of NE",OIL,65603,1.21933E+11,Fort Payne,May-18
913,White,22-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #61","330'N line, 330'W line of NE NE",OIL,65592,1.21931E+11,Warsaw,May-18
914,White,23-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #68","330'N line, 330'W line of NW",OIL,65593,1.21933E+11,Warsaw,May-18
915,White,34-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #E-3","330'N line, 330'W line of NE NE",OIL,65594,1.21931E+11,Warsaw,May-18
916,White,6-5S-11E,"Cantrell, James R.","Bennett, Anna #5","337'N line, 940'W line of SW",OIL,65575,1.21933E+11,Tar Spring,May-18
917,White,4-7S-8E,"Brookston Resources, Inc.",Roland West Unit #4-1A,"50'N line, 330'E line of SE SW",OIL,65595,1.21933E+11,Aux Vases,May-18
918,White,16-7S-8E,"Webb, Patrick Oil L.L.C.",Webb - Dillsworth #1,"330'N line, 330'E line of SW NE",OIL,65598,1.2193E+11,Fort Payne,May-18
919,White,16-7S-8E,"Webb, Patrick Oil L.L.C.",Webb - Phipps #3,"330'N line, 330'W line of SW NW",OIL,65596,1.21933E+11,Fort Payne,May-18
920,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Webb #2,"405'N line, 330'E line of NW SE",OIL,65600,1.21933E+11,Fort Payne,May-18
921,White,17-7S-8E,"Webb, Patrick Oil L.L.C.",Webb #3,"330'S line, 330'E line of SW NE",OIL,65599,1.2193E+11,Aux Vases,May-18
922,Crawford,19-6N-12W,"Maus's Well Service, Inc.","Smith, C. etal #3-WI","400'N line, 330'E line of NE",WI,204680,1.20334E+11,Robinson,May-19
923,Crawford,8-6N-13W,"Epoch Energy, LLC","Shilts, M. #WS-1-SWD","500'N line, 1100'W line of SW",SWD,204679,1.20331E+11,Buchanan,May-19
924,Franklin,29-5S-3E,Gesell's Pump Sales & Service,Bauer #2,"330'S line, 330'W line of SW NE",OIL,65971,1.20553E+11,Warsaw,May-19
925,Franklin,35-6S-2E,Gesell's Pump Sales & Service,Finite Crown #B-30,"55'S line, 278'E line of SE NE SE",OIL,65978,1.20553E+11,Warsaw,May-19
926,Franklin,34-7S-1E,"Pioneer Oil Co., Inc.",Royalton #1-34,"333'N line, 335'E line of SE SE",OIL,65973,1.20553E+11,Platteville,May-19
927,Franklin,16-7S-3E,"Lampley Oil, Inc.",Lampley CNX #16-1A,"330'N line, 330'E line of NE NE",OIL,65965,1.20553E+11,Warsaw,May-19
928,Franklin,16-7S-3E,"Lampley Oil, Inc.",Lampley CNX #9-5B,"415'N line, 2296'W line of NW",OIL,65966,1.20553E+11,Warsaw,May-19
929,Franklin,17-7S-3E,"Lampley Oil, Inc.",Lampley CNX #8-2A,"340'N line, 90'E line of NE NE",OIL,65967,1.20553E+11,Warsaw,May-19
930,Gallatin,2-8S-9E,"Dee Drilling Co., Inc.","Moye, Ben #1","331'N line, 361'E line of SE SE",OIL,65977,1.20593E+11,Ste Genevi,May-19
931,Gallatin,16-8S-9E,"Dee Drilling Co., Inc.",Hish - Cox #1,"337'S line, 439'W line of NE SW",OIL,65970,1.20593E+11,Cypress,May-19
932,Gallatin,24-8S-9E,"T & B Production Co., LLC",Lawler #1-24,"330'S line, 330'W line of NW SE",OIL,65956,1.20593E+11,McClosky,May-19
933,Jasper,6-6N-11E,"Urfer, Stan","Eubank, Arthur #1","330'S line, 5'E line of NW SW NE",OIL,65972,1.20793E+11,Warsaw,May-19
934,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#10-CDG","2003'N line, 627'W line of NE NW",OIL,65976,1.21013E+11,Bridgeport,May-19
935,Lawrence,32-4N-12W,"CDG Operations, LLC","Middagh, Robert ASP BCF,#11-CDG","1933'N line, 938'W line of NE NW",OIL,65975,1.21013E+11,Bridgeport,May-19
936,Richland,21-4N-10E,"Got Oil, LLC",Schnepper #2,"660'S line, 1300'W line of SW NW",OIL,65968,1.21593E+11,Warsaw,May-19
937,Sangamon,27-15N-6W,Landgas Exploration & Prod. LLC,Theillen #2,"29'N line, 295'E line of SE NE NW",OIL,65969,1.21673E+11,Trenton,May-19
938,Wabash,20-1N-12W,"Nichols Operating, LLC",Johnson #5-20,"332'S line, 63'E line of SW SW",OIL,65959,1.21853E+11,Yankeetow,May-19
939,Wabash,20-1N-12W,"Keepes, Randy R.","Wood, Clifton #AA-1","330'S line, 2052'W line of SW",OIL,65974,1.21853E+11,Biehl,May-19
940,Wabash,8-1S-12W,Keron Oil Development,Harris etal Unit #5,"380'S line, 248'E line of NE",OIL,65958,1.21853E+11,Benoist,May-19
941,White,25-3S-10E,Shawnee Exploration Partners LLC,Blackford #25-3,"352'S line, 1092'E line of section",OIL,65961,1.21933E+11,Fort Payne,May-19
942,White,36-3S-10E,Shawnee Exploration Partners LLC,Hon #36-4,"660'S line, 327'W line of NE",OIL,65960,1.21933E+11,Fort Payne,May-19
943,White,8-4S-14W,Quantum XL LLC,Bond #8-2 DEEP,"330'N line, 365'E line of NE SW",OIL,65962,1.21933E+11,Warsaw,May-19
944,White,8-4S-14W,Quantum XL LLC,Bond #8-3 DEEP,"360'N line, 330'E line of SE SW",OIL,65963,1.21933E+11,Warsaw,May-19
945,White,8-4S-14W,Quantum XL LLC,Bond #8-4 DEEP,"302'S line, 341'W line of NE SW",OIL,65964,1.21933E+11,Warsaw,May-19
946,White,23-6S-8E,"Countrymark Energy Resources, LLC",Bolerjack #10,"332'S line, 389'W line of NE NE",OIL,65957,1.21933E+11,Dutch Cree,May-19
947,White,7-7S-10E,"Campbell Energy, LLC",Upchurch #3,"329'N line, 329'W line of SW NE",WI,204681,1.21933E+11,Tar Spring,May-19
948,Crawford,15-5N-12W,Great Southwest Oil & Gas,Ford #2,"659'S line, 470'W line of SW SW",OIL,66265,1.20334E+11,Spoon,May-20
949,Crawford,2-7N-13W,"Maus's Well Service, Inc.","Dart, H. DW #1-B","674'N line, 573'W line of NW SW",WI,204751,1.20334E+11,Spoon,May-20
950,Hamilton,8-6S-6E,"Bi-Petro, Inc.",NRHU #1-SWD,"330'N line, 500'E line of NE NW NW",SWD,204752,1.20653E+11,Ullin,May-20
951,Hardin,30-11S-8E,"Schofield, John O. Inc.",Schofield - Hicks Dome #1,"337'N line, 765'W line of NW SW",OIL,66266,1.20692E+11,Granite W,May-20
952,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Bernard #1,"589'S line, 330'W line of NW SE",OIL,66264,1.21933E+11,Fort Payne,May-20
953,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Georgia #1,"94'N line, 330'E line of SW NE",OIL,66263,1.21933E+11,Fort Payne,May-20
954,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Georgia #2,"255'N line, 313'W line of SE NE",OIL,66262,1.21933E+11,Fort Payne,May-20
955,White,21-6S-10E,"Campbell Energy, LLC","Reiling, Florence #2","330'S line, 660'W line of SE",WI,204753,1.21933E+11,Tar Spring,May-20
956,Clay,10-2N-7E,"Tri-State Prod. & Dev., Inc.",Mix #6C-W,"330'N line, 330'W line of NW NE NE",WI,204781,1.20253E+11,Aux Vases,May-21
957,Crawford,5-5N-12W,"Siler, C. L. Inc.",Midgett #1,"330'S line, 330'W line of NW SE",GAS,66400,1.20333E+11,Spoon,May-21
958,Crawford,33-6N-12W,"Miller, Orlin H.",Miller #1,"330'N line, 330'E line of NE",GAS,66407,1.20333E+11,Aux Vases,May-21
959,Edgar,9-13N-13W,"Pioneer Oil Co., Inc.",Baber #2-A,"1320'N line, 660'W line of NW NE",WI,204779,1.2045E+11,Spoon,May-21
960,Franklin,16-7S-3E,"Lampley Oil, Inc.",Lampley - CNX #9-6B,"368'N line, 1402'W line of NW",OIL,66403,1.20553E+11,Ullin,May-21
961,Franklin,21-7S-3E,"Lampley Oil, Inc.",Blacktop #21-2,"330'N line, 330'E line of SE SE",OIL,66398,1.20553E+11,Ullin,May-21
962,Franklin,27-7S-3E,"Wenwood Developments, LLC",Woods #1,"420'S line, 62'E line of NE SE",OIL,66401,1.20553E+11,Cypress,May-21
963,Hamilton,13-6S-5E,"Bi-Petro, Inc.",Sloan #4-B,"670'N line, 330'E line of SE NE NW",OIL,66404,1.20653E+11,Ullin,May-21
964,Hamilton,31-6S-7E,"Pioneer Oil Co., Inc.",Rice #1,"250'N line, 330'E line of SE NW",OIL,66413,1.20653E+11,Platteville,May-21
965,Lawrence,11-3N-12W,"CDG Operations, LLC","McPherson, Ray #WI-2,CDG","330'S line, 330'E line of SE",WI,204782,1.2101E+11,Cypress,May-21
966,Montgomery,3-7N-5W,"Eggemeyer, Ronald D.",Niehaus #1,"400'N line, 450'W line of SW NW",OIL,66405,1.21352E+11,Spoon,May-21
967,White,20-3S-14W,"Fischer & Fischer Oil, LLC",Cunningham #2,"330'N line, 330'W line of NE SW",OIL,66406,1.21933E+11,Aux Vases,May-21
968,White,31-3S-14W,"Keepes Petroleum, Inc.",Glaze Five #31-4,"264'N line, 360'E line of SE NW",OIL,66396,1.21933E+11,Fort Payne,May-21
969,White,1-4S-9E,"Limecreek Energy, LLC","Brown, Johnny #3","335'S line, 551'E line of NW NW",OIL,66402,1.21933E+11,Fort Payne,May-21
970,White,25-4S-9E,Southern Triangle Oil Co.,Barbre #1,"330'N line, 330'E line of SW NE",WI,204780,1.21933E+11,Tar Spring,May-21
971,White,16-4S-14W,"Loeb, Herman L. LLC",Ford #1-16,"330'N line, 330'E line of SE SW",OIL,66408,1.21933E+11,Fort Payne,May-21
972,White,20-4S-14W,"Loeb, Herman L. LLC","Cox, Larry #1-20","330'S line, 430'W line of SE SE",OIL,66412,1.21933E+11,Fort Payne,May-21
973,White,21-4S-14W,"Loeb, Herman L. LLC",Ford #3-21,"330'N line, 550'W line of SE",OIL,66411,1.21933E+11,Fort Payne,May-21
974,White,22-4S-14W,"Loeb, Herman L. LLC",Ford #5-22,"380'S line, 330'E line of SW SW",OIL,66409,1.21933E+11,Fort Payne,May-21
975,White,22-4S-14W,"Loeb, Herman L. LLC",Ford #6-22,"430'N line, 330'E line of SW SW",OIL,66410,1.21933E+11,Fort Payne,May-21
976,White,28-4S-14W,Citation Oil & Gas Corp.,"Ford, H. M. #2","1396'S line, 1012'W line of SE",OIL,66397,1.2193E+11,Ullin,May-21
977,White,33-4S-14W,Citation Oil & Gas Corp.,"Dennis, E. S. #A-10","330'S line, 330'E line of NE NE",OIL,66394,1.2193E+11,Ullin,May-21
978,White,34-4S-14W,Citation Oil & Gas Corp.,"Given, H. E. #8","1012'N line, 330'W line of SW",OIL,66395,1.2193E+11,Ullin,May-21
979,White,22-5S-9E,"Campbell Energy, LLC",Baptist #1,"330'S line, 10'E line of NW SE",OIL,66399,1.21933E+11,Fort Payne,May-21
980,Christian,19-14N-1W,"ITB Oil, LLC",Solliday #2,"682'S line, 188'E line of SW NE",OIL,65777,1.20213E+11,Racine,Nov-18
981,Christian,19-14N-1W,"ITB Oil, LLC",Solliday #3,"597'S line, 672'W line of SE NE",OIL,65776,1.20213E+11,Racine,Nov-18
982,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #10-M,"220'S line, 220'E line of NW NE NW",OIL,65785,1.20233E+11,St Louis,Nov-18
983,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #11-M,"220'S line, 220'W line of NE NE NW",OIL,65784,1.20233E+11,St Louis,Nov-18
984,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #12-M,"220'S line, 440'W line of NE NE NW",OIL,65783,1.20233E+11,St Louis,Nov-18
985,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #13-M,"220'N line, 220'E line of SW NE NW",OIL,65782,1.20233E+11,St Louis,Nov-18
986,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #14-M,"220'N line, 220'W line of SE NE NW",OIL,65781,1.20233E+11,St Louis,Nov-18
987,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #15-M,"440'N line, 220'E line of SW NE NW",OIL,65787,1.20233E+11,St Louis,Nov-18
988,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #9-M,"440'S line, 425'W line of NE NE NW",OIL,65786,1.20233E+11,St Louis,Nov-18
989,Edgar,2-14N-14W,"Pioneer Oil Co., Inc.",Bosch Farms #1,"330'N line, 530'E line of NE NE",OIL,65775,1.20452E+11,Trenton,Nov-18
990,Edwards,5-2S-14W,"Bully Oil, Inc.",Woods #1,"591'N line, 340'E line of NW NW",OIL,65774,1.20472E+11,Fort Payne,Nov-18
991,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Culpepper #5-SWD,"660'N line, 330'W line of SW SE",SWD,204653,1.20653E+11,Warsaw,Nov-18
992,Jasper,2-6N-10E,Bergbower Oil,Dhom #2,"990'N line, 330'W line of SW NW",OIL,65772,1.20793E+11,Salem,Nov-18
993,Jasper,10-8N-10E,Geier Oil Inc.,"Cummins, C. R. #1-W","330'N line, 330'W line of SW SE",WI,204656,1.20792E+11,McClosky,Nov-18
994,Macon,1-16N-1E,"Countrymark Energy Resources, LLC",Gulick Estate #7,"331'N line, 337'E line of SW SE",OIL,65773,1.21152E+11,"Moccasin,Springs",Nov-18
995,Richland,31-5N-10E,"Tri-State Prod. & Dev., Inc.",Kermicle - Pottorff #17,"330'N line, 370'E line of SE SE",OIL,65789,1.21593E+11,Salem,Nov-18
996,Saline,26-7S-6E,"KWR Ventures, L.L.C.",Anderson - Rhine #1-26,"330'N line, 330'W line of SW SE",OIL,65779,1.21653E+11,St Louis,Nov-18
997,Saline,26-7S-6E,"KWR Ventures, L.L.C.",Massey #1-26,"330'N line, 330'E line of SE SW",OIL,65780,1.21653E+11,St Louis,Nov-18
998,Wabash,8-1S-13W,"Hudson, Larry A.",MAK Energy #4,"330'S line, 990'W line of SW SE SE",OIL,65778,1.21853E+11,Salem,Nov-18
999,Wayne,24-1N-8E,"Bateman's Bay Exploration, Inc",Fishel #2,"330'S line, 330'W line of SW NW SE",OIL,65788,1.21913E+11,Warsaw,Nov-18
1000,White,36-3S-10E,"Shawnee Exploration Partners, LLC",Groff #36-98 SWD,"998'N line, 326'W line of NW",SWD,204654,1.21933E+11,Tar Spring,Nov-18
1001,White,9-4S-14W,"Campbell Energy, LLC","Cantrell - Calvin - Hon SWD,#1","170'S line, 75'W line of SE SW",SWD,204657,1.21933E+11,Caseyville,Nov-18
1002,White,28-4S-14W,Citation Oil & Gas Corp.,"Dennis, E. S. #A-18","496'S line, 330'W line of SE SW",OIL,65793,1.2193E+11,Warsaw,Nov-18
1003,White,28-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #A-2","330'S line, 1012'W line of SE",OIL,65792,1.2193E+11,Warsaw,Nov-18
1004,White,28-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #A-9","330'N line, 330'E line of SW SW",OIL,65791,1.2193E+11,Warsaw,Nov-18
1005,White,28-4S-14W,Citation Oil & Gas Corp.,"Ford, Helen M. #5","1665'S line, 1006'E line of SE",OIL,65794,1.2193E+11,Warsaw,Nov-18
1006,White,32-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #B-5","330'S line, 330'E line of SE",OIL,65796,1.21933E+11,Warsaw,Nov-18
1007,White,33-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #A-10","499'N line, 990'E line of NW",OIL,65795,1.2193E+11,Warsaw,Nov-18
1008,White,11-7S-8E,"Countrymark Energy Resources, LLC",RUA #80-W,"380'S line, 380'W line of NE SW",WI,204655,1.21933E+11,Biehl,Nov-18
1009,Clark,30-10N-13W,"Reynolds, Steven L.",Auld #2-W,"660'N line, 660'E line of SE NW",WI,204701,1.20233E+11,Borden,Nov-19
1010,Clark,30-10N-13W,"Reynolds, Steven L.",Auld #3-T,"330'N line, 330'W line of SW NW",OIL,66158,1.20233E+11,Joachim,Nov-19
1011,Clay,10-3N-6E,"Nuxoll, Tara",McDaniel #1,"990'N line, 330'W line of NW NE",OIL,66156,1.20253E+11,St Louis,Nov-19
1012,Clay,10-3N-6E,"Nuxoll, Tara",McDaniel #2,"990'N line, 330'E line of NE NW",OIL,66157,1.20253E+11,St Louis,Nov-19
1013,Effingham,33-6N-7E,"Loeb, Herman L. LLC",Habbe #3-B,"990'S line, 330'E line of SE SW",WI,204704,1.20492E+11,Cypress,Nov-19
1014,Franklin,26-5S-1E,"Pioneer Oil Co., Inc.",Sesser Unit POC #26-1,"330'S line, 660'W line of SW SE",OIL,66173,1.20553E+11,Joachim,Nov-19
1015,Franklin,35-5S-1E,"Pioneer Oil Co., Inc.",Sesser Unit POC #35-3,"330'N line, 774'E line of NE NE",OIL,66174,1.20553E+11,Joachim,Nov-19
1016,Franklin,25-5S-2E,Gesell's Pump Sales & Service,USX #8,"330'S line, 330'E line of NW SE",OIL,66170,1.20553E+11,Bailey,Nov-19
1017,Franklin,36-6S-2E,Gesell's Pump Sales & Service,"Finite Crown ""B"" #11-W","380'S line, 330'E line of NW SW",WI,204703,1.20552E+11,Salem,Nov-19
1018,Gallatin,35-7S-8E,"Dee Drilling Co., Inc.","Moye, Charles #3","333'S line, 330'W line of SW NW SW",OIL,66165,1.20593E+11,Aux Vases,Nov-19
1019,Jasper,32-8N-14W,"Reynolds, Steven L.",Spencer #1-W,"660'S line, 660'W line of NW SW",WI,204700,1.20793E+11,Ste Genevi,Nov-19
1020,LaSalle,5-34N-1E,Northern Illinois Gas Company,"Troy Grove Rectifier Grnd.,Bed #2-East","26'N line, 332'E line of NW NE NE",SER,66172,1.20993E+11,New Rich,Nov-19
1021,LaSalle,32-35N-1E,Northern Illinois Gas Company,"Troy Grove Rectifier Grnd.,Bed #1-West","242'S line, 34'W line of SE SW SE",SER,66171,1.20993E+11,New Rich,Nov-19
1022,Lawrence,18-4N-12W,"CDG Operations, LLC","Ridgley, M. E. a/c 2 #SWD-2-CDG","826'N line, 1253'E line of SE",SWD,204709,1.21013E+11,Shakopee,Nov-19
1023,Macon,1-16N-1E,"Countrymark Energy Resources, LLC",Gulick Estate #7,"331'N line, 337'E line of SW SE",OIL,66166,1.21152E+11,"Moccasin,Springs",Nov-19
1024,Madison,9-4N-6W,"Kiec, Inc",Kettler #4-K SWD,"1892'S line, 92'W line of SW",SWD,204705,1.21193E+11,St Peter,Nov-19
1025,Madison,16-4N-6W,"Kiec, Inc",Goodman #1-SWD,"1679'N line, 141'E line of NE",SWD,204706,1.21193E+11,St Peter,Nov-19
1026,Monroe,3-4S-9W,Ebers Drilling Co.,"Frees, R. #1-3","330'S line, 330'E line of SE",OIL,66169,1.21332E+11,Grand Det,Nov-19
1027,Richland,8-3N-9E,"Kincaid Oil Producers, Inc.",Coen Injection #7,"330'N line, 660'E line of SE NE",WI,204707,1.21593E+11,Cypress,Nov-19
1028,Saline,26-7S-6E,"KWR Ventures, L.L.C.",Massey #1-26,"330'N line, 330'E line of SE SW",OIL,66167,1.21653E+11,St Louis,Nov-19
1029,Wabash,20-1N-12W,"Nichols Operating, LLC",Johnson #4W-20,"333'N line, 340'W line of NW SW",WI,204702,1.21853E+11,Cypress,Nov-19
1030,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","Bass, Dewey #1-A","660'S line, 330'E line of NW",OIL,66168,1.21913E+11,Salem,Nov-19
1031,White,19-3S-14W,"Keepes Petroleum, Inc.",Woodham SWD #1,"341'S line, 334'W line of SW NW",WI,204708,1.21933E+11,Degonia,Nov-19
1032,White,28-3S-14W,"Campbell Energy, LLC",Reeves #1,"10'N line, 405'E line of SW NE",OIL,66161,1.21933E+11,Ullin,Nov-19
1033,White,28-3S-14W,"Campbell Energy, LLC",Reeves #2,"340'N line, 298'E line of SW NE",OIL,66160,1.21933E+11,Ullin,Nov-19
1034,White,28-3S-14W,"Campbell Energy, LLC",Reeves #4,"339'S line, 250'E line of SW NE",OIL,66164,1.21933E+11,Ullin,Nov-19
1035,White,28-3S-14W,"Campbell Energy, LLC",Reeves #5,"9'S line, 360'E line of SW NE",OIL,66163,1.21933E+11,Ullin,Nov-19
1036,White,1-4S-10E,"ACF Resources, LLC","Hon, Don #1","330'N line, 330'W line of NW NE NW",OIL,66159,1.21933E+11,Fort Payne,Nov-19
1037,Christian,24-15N-3W,"Lockwood, Ronald G.",McDermith Trust #1-L,"590'S line, 330'W line of SW SE NE",OIL,66315,1.20213E+11,Edgewood,Nov-20
1038,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #3-MIC,"0'S line, 330'W line of NE NE NW",OIL,66319,1.20233E+11,St Louis,Nov-20
1039,Crawford,4-6N-13W,"Got Oil, LLC",Buck #5-S,"330'S line, 430'W line of SE SW",OIL,66320,1.20334E+11,Salem,Nov-20
1040,Effingham,33-6N-7E,"Loeb, Herman L. LLC","Kluthe ""A"" #9","330'S line, 330'W line of SW SE SE",WSU,66317,1.20492E+11,Aux Vases,Nov-20
1041,Jackson,28-8S-1W,"Pioneer Oil Co., Inc.",Simonds #1,"130'N line, 325'W line of NW SW",OIL,66314,1.20773E+11,Clear Cree,Nov-20
1042,Lawrence,31-3N-11W,"Tussey, Brian K.","Leighty, Oscar #W-17","2337'S line, 330'E line of NW",OIL,66316,1.21011E+11,Cypress,Nov-20
1043,Saline,1-9S-7E,Keyrock Energy LLC,WL #M-1,"1427'S line, 910'W line of SW",CMM,66318,1.21653E+11,"Springfield,Coal",Nov-20
1044,White,7-6S-10E,"Campbell Energy, LLC","Funkhouser, Kenneth W.,#A-4 WI","330'S line, 330'E line of SW SW",WI,204765,1.21933E+11,Waltersbur,Nov-20
1045,Clay,36-4N-7E,"Fuehne Oil, Inc.",Gill #1-WI,"330'N line, 330'W line of NW SE",WI,204651,1.20253E+11,McClosky,Oct-18
1046,Crawford,12-5N-11W,Decker's Well Service & Producing,Kent #2-A,"330'S line, 330'W line of SW SW SE",OIL,65743,1.20334E+11,Robinson,Oct-18
1047,Crawford,12-5N-11W,Decker's Well Service & Producing,Kent #3-A,"330'S line, 330'W line of SW SE SW",OIL,65744,1.20334E+11,Robinson,Oct-18
1048,Crawford,13-5N-11W,Decker's Well Service & Producing,Kent #4-A,"330'N line, 330'W line of NW NW NE",OIL,65745,1.20334E+11,Robinson,Oct-18
1049,Crawford,26-6N-13W,"Maus's Well Service, Inc.","Smith, A. R. #17","330'N line, 380'E line of SW NW",OIL,65755,1.20334E+11,Robinson,Oct-18
1050,Crawford,27-6N-13W,"Maus's Well Service, Inc.","Thompson, G. L. #16","330'N line, 345'E line of SE NE",OIL,65757,1.20334E+11,Robinson,Oct-18
1051,Crawford,25-7N-12W,"Pioneer Oil Co., Inc.",Brown - Ivers #2-17,"100'S line, 330'W line of SW NE",SER,65759,1.20334E+11,Seelyville,Oct-18
1052,Crawford,25-7N-12W,"Pioneer Oil Co., Inc.",Brown - Ivers #CH-2 HOR,"100'S line, 888'W line of SE NW",CBM,65765,1.20334E+11,Seelyville,Oct-18
1053,Crawford,29-7N-12W,"Maus's Well Service, Inc.",Kirk #14,"300'N line, 160'E line of NW SW SW",OIL,65752,1.20334E+11,Buchanan,Oct-18
1054,Crawford,29-7N-12W,"Maus's Well Service, Inc.",Kirk #15,"330'N line, 330'E line of SW SW SW",OIL,65754,1.20334E+11,Buchanan,Oct-18
1055,Crawford,29-7N-12W,"Maus's Well Service, Inc.",Kirk #16,"330'N line, 160'W line of SE SW SW",OIL,65753,1.20334E+11,Buchanan,Oct-18
1056,Crawford,10-7N-13W,"Maus's Well Service, Inc.","Stantz, C. #13","400'S line, 260'W line of SW SE",OIL,65756,1.20334E+11,Robinson,Oct-18
1057,Crawford,11-7N-13W,B & D Resources,Glenn #WI-1,"0'N line, 0'E line of NE SE NE",WI,204650,1.20334E+11,Robinson,Oct-18
1058,Crawford,21-7N-13W,"Maus's Well Service, Inc.","Stentz, M. C. #6","666'N line, 330'W line of NE SW",OIL,65766,1.20334E+11,Robinson,Oct-18
1059,Edwards,34-2S-14W,"Nichols Operating, LLC","Johnson, R. M. #4","330'N line, 330'W line of NE",OIL,65760,1.20472E+11,Benoist,Oct-18
1060,Franklin,26-5S-1E,"Pioneer Oil Co., Inc.",Sesser Unit POC #26-1,"330'S line, 660'W line of SW SE",OIL,65770,1.20553E+11,Platteville,Oct-18
1061,Franklin,35-5S-1E,"Pioneer Oil Co., Inc.",Sesser Unit POC #35-3,"330'N line, 774'E line of NE NE",OIL,65771,1.20553E+11,Platteville,Oct-18
1062,Franklin,25-5S-2E,Gesell's Pump Sales & Service,Pickens - Chenault #2,"330'S line, 330'W line of SE SE",OIL,65750,1.20553E+11,Platteville,Oct-18
1063,Franklin,8-7S-3E,"Lampley Oil, Inc.",Lampley - CNX #8-1AA,"330'S line, 1870'E line of SE",OIL,65767,1.20553E+11,Warsaw,Oct-18
1064,Franklin,3-7S-4E,"Mid-States Oil, LLC",Franklin County Mining #1,"330'S line, 330'W line of SW SW",OIL,65751,1.20553E+11,Warsaw,Oct-18
1065,Gallatin,33-7S-8E,"Countrymark Energy Resources, LLC",Kuder #11-B,"339'N line, 431'W line of SW SE",WI,204646,1.20593E+11,Biehl,Oct-18
1066,Gallatin,5-8S-8E,"Campbell Energy, LLC",Knop #5-WI,"990'N line, 2310'W line of NW",WI,204652,1.20593E+11,Ohara,Oct-18
1067,Gallatin,21-8S-9E,"Hudson, Larry A.",Schiff #4,"423'N line, 398'E line of NE SE NE",OIL,65764,1.20593E+11,Aux Vases,Oct-18
1068,Hamilton,36-6S-5E,"Brehm Oil Company, Inc.","Moore, M. C. #36-SWD","330'N line, 330'E line of SW",SWD,204645,1.2065E+11,Cypress,Oct-18
1069,Jasper,20-5N-10E,Citation Oil & Gas Corp.,"Dickerson, I. W. ""B"" #7","290'S line, 330'W line of NW NW",OIL,65740,1.20792E+11,Salem,Oct-18
1070,Jasper,2-6N-10E,Bergbower Oil,Dhom #1,"990'N line, 660'W line of NW",OIL,65768,1.20793E+11,Salem,Oct-18
1071,Lawrence,5-2N-11W,"Campbell Energy, LLC",Akin Heirs #1,"330'N line, 335'W line of SW NW",OIL,65748,1.21013E+11,Warsaw,Oct-18
1072,Lawrence,11-3N-12W,"Zanetis Oil Company, LLC","Baldwin, D. H. #1-A","330'S line, 330'E line of NW SW",OIL,65749,1.21013E+11,Warsaw,Oct-18
